"Guid","Comments","Description","IsEscalated","Origin","ParentId","Priority","Reason","Status","Subject","SuppliedCompany","SuppliedEmail","SuppliedName","SuppliedPhone","TestPickList__c","TestURLCase__c","Test_picklist__c","Type"
7e263638-a534-459c-b92d-f1a9ee7b7f70,"#N/A","#N/A",false,Web,"#N/A",Medium,Equipment Design,Closed,Electronic panel fitting loose,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electronic
7e7170d4-7f7a-4127-b7ee-96241dc08fe6,"#N/A","#N/A",false,Web,"#N/A",Low,Feedback,Closed,Customer service for portable generators needs beefing up,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
7e7efdff-489f-4c06-873e-8a4992682f3b,"#N/A","#N/A",false,Web,"#N/A",Low,Installation,New,Seeking guidance on electrical wiring installation for GC5060,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
7ec1d9ab-9fc0-4e5e-8e0b-2733470543f5,"#N/A","#N/A",false,Web,"#N/A",Low,Feedback,Closed,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
7f4f43ca-3faa-401f-85f7-accb5e8904d0,"#N/A","#N/A",false,Phone,"#N/A",High,Other,Closed,Electric surge damaging adjacent equipment,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
7f715d9a-ed33-4d83-8e18-ec7f7b257972,"#N/A","#N/A",false,Phone,"#N/A",Medium,Performance,Closed,Electrical circuit malfunctioning,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
7fc1fc15-cea4-45fe-91f3-294e2a52c581,"#N/A","#N/A",false,Phone,"#N/A",High,Installation,Closed,Delay in installation; spare parts unavailable,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
7fc80d76-24be-4552-8ae3-d007f6cceb93,"#N/A","#N/A",false,Phone,"#N/A",Medium,Other,Closed,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
804d1cc3-3211-4bff-9703-a70569b4b5dc,"#N/A","#N/A",false,Phone,"#N/A",High,Installation,Closed,Generator GC3060 platform structure is weakening,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Structural
805912df-c5f5-484c-ba44-29e672adc181,"#N/A","#N/A",false,Phone,"#N/A",Low,Feedback,Closed,Generator assembly instructions unclear,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
808de11c-d766-4d5d-a908-5407e537a887,"#N/A","#N/A",false,Phone,"#N/A",Medium,Equipment Complexity,Closed,Cannot start generator after electrical failure,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
8131fbbf-b960-4fe0-976e-fb7668cf89a6,"#N/A","#N/A",false,Phone,"#N/A",High,Installation,Closed,Generator GC3060 platform structure is weakening,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Structural
816b6387-5803-4115-8ba5-9ec80aba1e13,"#N/A","#N/A",false,Web,"#N/A",Low,Installation,Closed,Easy installation process,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
81a0a0c5-b14a-46fb-8650-7255bc144092,"#N/A","#N/A",false,Phone,"#N/A",Medium,Breakdown,Closed,Structural breakdown of rotor assembly,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Structural
81b86596-ab68-401f-83a6-908a2869633b,"#N/A","#N/A",false,Phone,"#N/A",High,Installation,Closed,Delay in installation; spare parts unavailable,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
8233aac3-582c-4afb-b665-2f3a6a74d770,"#N/A","#N/A",false,Phone,"#N/A",High,Performance,Closed,Performance inadequate for second consecutive week,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
82ed3057-d9d5-4229-8bcd-e145ef1cca4c,"#N/A","#N/A",false,Phone,"#N/A",Low,"#N/A",On Hold,Sample Case 3: EDITED.,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
82f0aab5-c99b-4f7d-886b-5779fcb5deed,"#N/A","#N/A",false,Phone,"#N/A",High,Installation,Closed,Generator GC3060 platform structure is weakening,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Structural
82f30d71-e77e-481c-a38c-cdf409b80369,"#N/A","#N/A",false,Phone,"#N/A",Medium,Performance,Closed,Electrical circuit malfunctioning,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
832151ed-a810-4711-afdf-9e3de81a3d35,"#N/A","#N/A",false,Web,"#N/A",Medium,Equipment Design,Closed,Starting up generator consumes excessive power,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
832b0f65-fce0-4f4a-be9b-f534d5b479a9,"#N/A","#N/A",false,Phone,"#N/A",High,Equipment Complexity,Closed,Starting generator after electrical failure,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
833c1f59-1d87-4e7f-af77-cd82636ef7a7,"#N/A","#N/A",false,Phone,"#N/A",Medium,Performance,Closed,Electrical circuit malfunctioning,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
83645267-44df-4470-b923-f9de1cc1cfb2,"#N/A","#N/A",false,Web,"#N/A",Medium,Breakdown,Closed,Frequent mechanical breakdown,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mechanical
83a6361c-92a4-4800-bd9b-49d4710dfe97,"#N/A","#N/A",false,Web,"#N/A",Medium,Breakdown,Closed,Repeated motor breakdown while shutting off,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
83f42088-916f-479e-bbbe-109ff42d4fbb,"#N/A","#N/A",false,Phone,"#N/A",High,Installation,Closed,Delay in installation; spare parts unavailable,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
83f46dde-96c8-4158-a936-10ec8548aaf4,"#N/A","#N/A",false,Web,"#N/A",Low,Installation,New,Seeking guidance on electrical wiring installation for GC5060,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
8503a584-5608-448c-9110-43472e25bfd3,"#N/A","#N/A",false,Web,"#N/A",Low,Installation,Closed,Easy installation process,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
851b9450-8a03-4d7f-be89-888bf2a0731b,"#N/A","#N/A",false,Web,"#N/A",Medium,Equipment Design,Closed,Starting up generator consumes excessive power,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
85aa91f7-be9d-49bd-9994-97c4acf13ec8,"#N/A","#N/A",false,Phone,"#N/A",Medium,Performance,Closed,Electrical circuit malfunctioning,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
85d32c20-3cd5-4897-a177-54e8d00ae574,"#N/A","#N/A",false,Web,"#N/A",Low,Installation,Closed,Easy installation process,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
85e01c53-b115-45b3-92eb-d3ab07f8ff84,"#N/A","#N/A",false,Web,"#N/A",Low,Feedback,Closed,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
862fab3a-3a64-4140-8ff0-fa4e577cd30b,"#N/A","#N/A",false,Web,"#N/A",Medium,Performance,Closed,Signal panel on GC5060 blinks intermittently,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electronic
864683ba-8b03-4728-8053-11b488bc1851,"#N/A","#N/A",false,Phone,"#N/A",Medium,Breakdown,Closed,Structural breakdown of rotor assembly,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Structural
86df3eed-16b3-46b5-bcad-45fcca331c80,"#N/A","#N/A",false,Phone,"#N/A",Medium,Other,Closed,Mechanical maintenance guidelines for generator misleading,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mechanical
86e06d3b-012d-492a-b4ca-2222b735c888,"#N/A","#N/A",false,Web,"#N/A",Medium,Equipment Complexity,Closed,Shutting down of generator,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mechanical
878455ed-e5e0-44c6-9307-c3aa12b51880,"#N/A","#N/A",false,Phone,"#N/A",Medium,Breakdown,Closed,Structural breakdown of rotor assembly,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Structural
8884752d-47ff-42a7-a24b-3f28dd4b08d0,"#N/A","#N/A",false,Phone,"#N/A",Medium,Performance,Closed,Electrical circuit malfunctioning,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
889b2665-15cf-4c30-a8e5-e5ec8c73dee7,"#N/A","#N/A",false,Phone,"#N/A",High,Performance,Closed,Performance inadequate for second consecutive week,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
8a08fab8-860d-4489-aacc-8fdc97b121af,"#N/A","#N/A",false,Web,"#N/A",High,Equipment Design,Closed,Structural failure of generator base,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Structural
8a9208e2-8979-49ef-a392-727f24303b7d,"#N/A","#N/A",false,Web,"#N/A",Medium,Equipment Design,Closed,Starting up generator consumes excessive power,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
8af757d6-0a13-4e83-8e10-9784370e5d6f,"#N/A","#N/A",false,Phone,"#N/A",High,"#N/A",Escalated,Sample Case: Our Widgets have not been delivered.,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
8b78fc5a-9aa1-4369-9f14-cdfc79922162,"#N/A","#N/A",false,Phone,"#N/A",Medium,Equipment Complexity,Closed,Cannot start generator after electrical failure,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
8c06c901-527e-4d1e-8ac1-3c62c7003be3,"#N/A","#N/A",false,Phone,"#N/A",Medium,Other,Closed,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
8c12c7da-b7d8-4026-a42e-b83646d51b6a,"#N/A","#N/A",false,Phone,"#N/A",Medium,Breakdown,Closed,Structural breakdown of rotor assembly,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Structural
8c9d4577-597f-4872-b517-217c1b84fbfc,"#N/A","#N/A",false,Phone,"#N/A",Medium,Equipment Design,Closed,Motor design hindering performance,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
8ca50e17-b9c3-452c-9c62-7e80e77059f3,"#N/A","#N/A",false,Phone,"#N/A",Medium,Breakdown,Closed,Structural breakdown of rotor assembly,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Structural
8cf7f805-0a1b-48c8-9f11-20c3a7c7d58c,"#N/A","#N/A",false,Web,"#N/A",Low,Feedback,Closed,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
8d5c52e9-8cd3-4f19-a0d8-770cbd803eb1,"#N/A","#N/A",false,Web,"#N/A",Low,Feedback,Closed,Customer service for portable generators needs beefing up,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
8d6ee4bd-0ad1-4ed6-a149-3d615d1e0241,"#N/A","#N/A",false,Phone,"#N/A",Medium,Other,Closed,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
8dada4d8-eec6-402d-8499-7b725e2bebb5,"#N/A","#N/A",false,Phone,"#N/A",Medium,Equipment Complexity,Closed,Cannot start generator after electrical failure,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
8e9862fe-31fa-4185-a41f-eddf628e2315,"#N/A","#N/A",false,Web,"#N/A",High,Equipment Design,Closed,Structural failure of generator base,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Structural
8ffcdd80-d313-42f5-8021-6d99996182ff,"#N/A","#N/A",false,Web,"#N/A",Low,Feedback,Closed,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
9029a789-e775-4e6f-9d27-8a3889fd9306,"#N/A","#N/A",false,Web,"#N/A",Medium,Breakdown,Closed,Repeated motor breakdown while shutting off,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
90ab80df-ae25-4bd3-9a9b-24b5e57f07a8,"#N/A","#N/A",false,Phone,"#N/A",Medium,Equipment Design,Closed,Motor design hindering performance,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
90c70414-3d16-4b56-be78-fdd5fc6566c6,"#N/A","#N/A",false,Phone,"#N/A",Medium,Performance,Closed,Electrical circuit malfunctioning,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
918539bf-fadd-475a-bcb4-03bede95549c,"#N/A","#N/A",false,Web,"#N/A",Medium,Equipment Complexity,Closed,Shutting down of generator,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mechanical
91e2bd43-e68a-43ef-bc9c-5873d4900910,"#N/A","#N/A",false,Phone,"#N/A",Medium,Equipment Design,Closed,Motor design hindering performance,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
92406bcf-38fa-41e4-95c4-4c185871b2c9,"#N/A","#N/A",false,Phone,"#N/A",Medium,Other,Closed,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
92b17c0c-037a-47b8-bbe9-f8cb77b77068,"#N/A","#N/A",false,Phone,"#N/A",Medium,Other,Closed,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
92fbd5eb-635e-4dc5-95fd-37e5b6e4e639,"#N/A","#N/A",false,Web,"#N/A",Low,Feedback,Closed,Customer service for portable generators needs beefing up,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
93652d56-0596-4cc3-ade4-da1fb26b53d1,"#N/A","#N/A",false,Web,"#N/A",Medium,Breakdown,Closed,Frequent mechanical breakdown,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mechanical
93ce3b56-1d51-42b3-b025-499e20b8e96b,"#N/A","#N/A",false,Email,"#N/A",Medium,"#N/A",New,This Sample test tested verified,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
9492f556-6750-4e23-ad1a-4c714b2c2b55,"#N/A","#N/A",false,Phone,"#N/A",Medium,Performance,Closed,Power generation below stated level,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
956222a2-077b-4a09-a415-ce60519a9cee,"#N/A","#N/A",false,Phone,"#N/A",Medium,Other,Closed,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
963cb9df-b1a7-4076-86c8-cc7bc0d21768,"#N/A","#N/A",false,Web,"#N/A",Low,Installation,Closed,Easy installation process,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
96b88517-b43a-40b4-accc-cf5953f69dd6,"#N/A","#N/A",false,Web,"#N/A",Low,Installation,Closed,Easy installation process,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
975efd4e-992c-40b2-9550-1d34d042a3d1,"#N/A","#N/A",false,Phone,"#N/A",High,Other,Closed,Electric surge damaging adjacent equipment,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
97f18bd4-ebd2-460c-9260-a9d6e0830b5a,"#N/A","#N/A",false,Web,"#N/A",Medium,Performance,Closed,Signal panel on GC5060 blinks intermittently,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electronic
9805b0a1-1e26-45ab-ac39-a8a5b2aad23e,"#N/A","#N/A",false,Web,"#N/A",Medium,Equipment Design,Closed,Starting up generator consumes excessive power,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
9830eafc-df79-42d6-b753-f5e03c3e9967,"#N/A","#N/A",false,Web,"#N/A",Medium,Performance,Closed,Signal panel on GC5060 blinks intermittently,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electronic
98417fbc-1ca0-4680-9f2e-35a4c28d29d3,"#N/A","#N/A",false,Phone,"#N/A",Low,Feedback,Closed,Generator assembly instructions unclear,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
98e88535-ac9e-4fe7-864a-f449e7341566,"#N/A","#N/A",false,Phone,"#N/A",High,Other,Closed,Electric surge damaging adjacent equipment,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
99a54ceb-8edb-4ef5-86be-a9f48b127309,"#N/A","#N/A",false,Phone,"#N/A",High,Other,Closed,Electric surge damaging adjacent equipment,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
99a96623-375f-4b4d-ae9b-a702b46c52e1,"#N/A","#N/A",false,Web,"#N/A",Medium,Equipment Complexity,Closed,Shutting down of generator,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mechanical
99e6f2ea-2004-46ef-b7f0-fb8259cfc780,"#N/A","#N/A",false,Web,"#N/A",Low,Feedback,Closed,Customer service for portable generators needs beefing up,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
99f04169-175b-44a5-8774-409d6fdcffa4,"#N/A","#N/A",false,Web,"#N/A",Low,Equipment Design,New,Design issue with mechanical rotor,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mechanical
99f65a11-dd1e-498a-baac-4c1b8a683a6f,"#N/A","#N/A",false,Phone,"#N/A",Medium,Equipment Complexity,Closed,Cannot start generator after electrical failure,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
9a22bbd5-6d46-4a0a-a4eb-84d54af009a2,"#N/A","#N/A",false,Web,"#N/A",Medium,Breakdown,Closed,Frequent mechanical breakdown,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mechanical
9ae851e3-eae1-4ead-978c-fc9375324374,"#N/A","#N/A",false,Web,"#N/A",High,Equipment Design,Closed,Structural failure of generator base,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Structural
9b193ce4-718d-40ee-a3cf-30152babb422,"#N/A","#N/A",false,Web,"#N/A",Medium,Breakdown,Closed,Repeated motor breakdown while shutting off,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
9b1dd6af-c54a-4e9a-b100-2fe4f2b558e3,"#N/A","#N/A",false,Web,"#N/A",Low,Installation,New,Seeking guidance on electrical wiring installation for GC5060,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
9b2316c6-2e32-4966-9511-fb21c5976e6f,"#N/A","#N/A",false,Phone,"#N/A",Low,Feedback,Closed,Generator assembly instructions unclear,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
9b7c3653-77e6-477c-99db-090771e179ae,"#N/A","#N/A",false,Web,"#N/A",Low,Feedback,Closed,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
9baea41e-936e-4c87-bec3-3e22245214fc,"#N/A","#N/A",false,Web,"#N/A",High,Equipment Design,Closed,Structural failure of generator base,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Structural
9bdb10ab-5c85-4aa1-8ffa-b893bc6ed872,"#N/A","#N/A",false,Phone,"#N/A",Medium,Equipment Complexity,Closed,Cannot start generator after electrical failure,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
9e1104ef-989a-48fa-bba9-360fd00abfae,"#N/A","#N/A",false,Web,"#N/A",High,Equipment Design,Closed,Structural failure of generator base,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Structural
9e3e391b-3093-41fa-9b31-27f5ea474f93,"#N/A","#N/A",false,Phone,"#N/A",Low,Feedback,Closed,Generator assembly instructions unclear,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
9f14f79f-61c8-4598-b8e3-0c6fc9bfbe39,"#N/A","#N/A",false,Phone,"#N/A",Medium,Equipment Design,Closed,Motor design hindering performance,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
9f89f9ac-35a4-4284-a20b-10c9d972debf,"#N/A","#N/A",false,Web,"#N/A",Medium,Equipment Design,Closed,Starting up generator consumes excessive power,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
a034482f-3fb6-4d30-a1ff-5e63be6caa81,"#N/A","#N/A",false,Email,"#N/A",Medium,"#N/A",On Hold,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Problem
a0418a8f-2c83-49ce-9ead-9065c7b0d6cd,"#N/A","#N/A",false,Web,"#N/A",Medium,Performance,Closed,Signal panel on GC5060 blinks intermittently,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electronic
a06dd088-5041-419a-b18a-c02c26dab566,"#N/A","#N/A",false,Web,"#N/A",Medium,Breakdown,Closed,Frequent mechanical breakdown,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mechanical
a090e72c-bf26-459b-b1fb-ee23e510bf3e,"#N/A","#N/A",false,Phone,"#N/A",Medium,Equipment Complexity,Closed,Cannot start generator after electrical failure,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
a0b9b8eb-7404-44dc-b999-f9f976d372f2,"#N/A","#N/A",false,Web,"#N/A",Medium,Breakdown,Closed,Repeated motor breakdown while shutting off,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
a0d407f6-a652-41ad-9296-c1bf93cdd77e,"#N/A","#N/A",false,Web,"#N/A",High,Equipment Design,Closed,Structural failure of generator base,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Structural
a1125545-d677-4c32-a3fc-77569d5300ed,"#N/A","#N/A",false,Phone,"#N/A",Medium,Breakdown,Closed,Structural breakdown of rotor assembly,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Structural
a1795f4a-781f-406b-bdc9-1cc3744ab1d9,"#N/A","#N/A",false,Phone,"#N/A",High,Installation,Closed,Generator GC3060 platform structure is weakening,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Structural
a2139b0a-d0b0-4808-8626-fc02088483f3,"#N/A","#N/A",false,Web,"#N/A",High,Equipment Design,Closed,Structural failure of generator base,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Structural
a27731e7-8176-4476-a44f-8ec99eec1467,"#N/A","#N/A",false,Phone,"#N/A",Medium,Other,Closed,Mechanical maintenance guidelines for generator misleading,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mechanical
a32a1d7f-465d-41e9-b9c8-b6b961a04ee2,"#N/A","#N/A",false,Web,"#N/A",Low,Feedback,Closed,Customer service for portable generators needs beefing up,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
a39e4618-86fd-42f8-b914-bf7ec967d35f,"#N/A","#N/A",false,Email,"#N/A",Medium,"#N/A",On Hold,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Problem
a3c69c15-6275-4029-8942-fe70d0ae282f,"#N/A","#N/A",false,Phone,"#N/A",High,Other,Closed,Electric surge damaging adjacent equipment,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
a4bea460-3524-41f0-83c3-1c3008711f05,"#N/A","#N/A",false,Phone,"#N/A",Medium,Performance,Closed,Power generation below stated level,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
a4cc28e1-e0c5-4e6b-96e5-ce968f5e6223,"#N/A","#N/A",false,Web,"#N/A",Low,Feedback,Closed,Customer service for portable generators needs beefing up,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
a5155aa7-cf17-47e4-8e5b-834b90d83574,"#N/A","#N/A",false,Web,"#N/A",Medium,Equipment Design,Closed,Electronic panel fitting loose,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electronic
a5bf8977-8793-4757-a6e7-23cc4d3a793c,"#N/A","#N/A",false,Web,"#N/A",Low,Feedback,New,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
a7543518-2f85-4844-9c7c-c8c1fc05c105,"#N/A","#N/A",false,Phone,"#N/A",Medium,Equipment Complexity,Closed,Cannot start generator after electrical failure,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
a7d56551-8daa-40fa-b518-e5e423da368f,"#N/A","#N/A",false,Phone,"#N/A",High,Equipment Complexity,Closed,Starting generator after electrical failure,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
a8d6e1ab-fa87-4f11-b82c-881d99e44815,"#N/A","#N/A",false,Web,"#N/A",Low,Feedback,Closed,Customer service for portable generators needs beefing up,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
a8f4f1a8-290a-405d-af22-efaa7af270c5,"#N/A","#N/A",false,Email,"#N/A",Medium,"#N/A",New,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
a9816626-23f3-42d1-8d99-3d48d29d5bf2,"#N/A","#N/A",false,Phone,"#N/A",Medium,Performance,Closed,Power generation below stated level,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
aa27ab69-2d53-48d3-8c88-79e39fb7441a,"#N/A","#N/A",false,Phone,"#N/A",High,Equipment Complexity,Closed,Starting generator after electrical failure,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
aa30b538-c532-4b8a-b7b6-fab8c56783be,"#N/A","#N/A",false,Phone,"#N/A",Medium,Performance,Closed,Electrical circuit malfunctioning,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
aa725336-be4a-4a96-a4ce-1dcbf2623298,"#N/A","#N/A",false,Phone,"#N/A",Medium,Other,Closed,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
ab93a73f-9923-4543-a546-c9084363a581,"#N/A","#N/A",false,Web,"#N/A",Low,Feedback,Closed,Customer service for portable generators needs beefing up,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
abba1879-3acd-4db8-acc1-bdd1090f66e2,"#N/A","#N/A",false,Phone,"#N/A",High,Other,Closed,Electric surge damaging adjacent equipment,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
abcd42f4-b4fe-40dc-ba9c-0b793419c5d8,"#N/A","#N/A",false,Web,"#N/A",Low,Equipment Design,New,Design issue with mechanical rotor,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mechanical
ac92fd8e-7bba-4010-951a-8e3692699bc9,"#N/A","#N/A",false,Web,"#N/A",Medium,Equipment Design,Closed,Electronic panel fitting loose,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electronic
ad2c588d-5a70-4ced-8bba-d57c2e9eb297,"#N/A","#N/A",false,Web,"#N/A",Medium,Performance,Closed,Signal panel on GC5060 blinks intermittently,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electronic
